transaction_id,transaction_amount,login_attempts,device_risk_score,transfer_frequency,anomaly_score,account_age_days,transaction_time_hour,failed_transactions_last_30d,avg_monthly_balance,daily_transaction_count,geo_distance_km,session_duration_minutes,transaction_velocity_score,payment_channel,authentication_type,card_present_flag,international_transaction_flag,suspicious_ip_flag,fraud_flag
1002616,12164.14,3.0,29.0,79,0.59,748,22,14,151046.39,68,5987.0,75.0,69.5,Web Banking,OTP,1,0,1,False
1008711,1342.0,12.0,34.5,68,0.12,4003,4,3,450125.97,55,9826.0,60.0,37.6,Web Banking,Two-Factor Authentication,0,1,0,False
1004634,20596.16,9.0,93.6,3,0.1,4988,19,10,133631.57,116,12221.0,12.0,69.4,Mobile App,OTP,0,1,0,False
1001220,8611.01,10.0,63.9,67,0.22,1630,7,12,92143.26,109,5527.0,106.0,89.7,Web Banking,Password Only,0,0,0,False
1006389,1803.0,5.0,69.5,19,0.4,3341,11,13,61762.98,95,5521.0,39.0,13.7,Web Banking,OTP,0,1,1,False
1008242,7530.22,3.0,49.9,68,0.33,4683,1,14,218309.9,52,5160.0,8.0,7.3,Mobile App,Two-Factor Authentication,0,1,0,False
1002964,15832.94,8.0,62.7,36,0.2,1868,19,11,368563.66,18,11663.0,14.0,2.2,Mobile App,Two-Factor Authentication,0,0,0,False
1002911,4654.07,1.0,15.0,51,0.73,3242,6,3,9946.15,98,12772.0,49.0,33.9,Mobile App,Password Only,0,0,1,True
1002511,2121.21,4.0,12.3,16,0.28,2545,17,24,492318.56,21,9662.0,76.0,85.6,POS Terminal,Two-Factor Authentication,0,1,1,False
1003318,176.13,1.0,16.1,33,0.01,542,9,22,203906.27,108,9118.0,27.0,93.8,Web Banking,OTP,0,1,0,False
1005919,22810.27,9.0,23.9,79,0.99,3113,16,15,11680.4,73,9551.0,17.0,92.3,Web Banking,Two-Factor Authentication,1,0,1,True
1004542,9141.47,11.0,68.4,25,0.34,4089,15,22,106636.6,49,1062.0,20.0,14.8,ATM,Biometric,1,0,0,False
1006996,22926.24,8.0,9.8,65,0.41,1805,3,4,175864.8,59,10980.0,82.0,63.1,Mobile App,Biometric,0,1,0,False
1004845,21294.49,9.0,45.5,50,0.37,1985,23,14,22910.42,60,10991.0,32.0,35.9,Mobile App,OTP,1,0,1,False
1000178,6100.68,6.0,41.8,15,0.79,2839,14,4,461787.85,79,4053.0,14.0,7.0,Web Banking,Two-Factor Authentication,0,1,1,True
1001644,22518.97,1.0,53.8,43,0.99,2506,12,15,427102.06,82,8412.0,72.0,86.3,POS Terminal,OTP,1,1,0,True
1009845,20565.65,6.0,0.2,8,0.2,4834,3,19,266794.71,76,7598.0,29.0,87.5,ATM,Password Only,1,1,0,False
1005020,23964.85,10.0,35.9,12,0.31,1469,3,12,172002.28,91,316.0,5.0,79.8,Mobile App,OTP,1,0,0,False
1001375,7377.8,8.0,72.7,52,0.67,3256,5,11,426267.68,68,1143.0,109.0,18.9,Web Banking,Biometric,1,0,0,True
1001721,4229.01,2.0,21.5,71,0.26,1644,8,23,285831.6,15,4945.0,17.0,68.9,Web Banking,Two-Factor Authentication,0,1,1,False
1008860,19582.07,12.0,94.2,59,0.25,495,15,6,104740.92,90,11316.0,17.0,20.3,Mobile App,Password Only,1,0,0,False
1009430,13298.74,12.0,65.9,76,0.15,399,0,18,148863.92,59,14024.0,110.0,24.9,Web Banking,Two-Factor Authentication,1,1,1,False
1002265,12976.35,12.0,36.5,36,0.03,4104,13,5,410998.96,49,9182.0,45.0,31.3,Web Banking,OTP,0,0,1,False
1000088,1905.93,3.0,12.4,60,0.3,4010,23,11,358008.48,42,13411.0,38.0,89.9,Web Banking,Password Only,1,1,1,False
1002908,22544.37,10.0,52.4,38,0.52,2842,8,22,342275.32,10,9001.0,16.0,44.7,Mobile App,Biometric,1,1,1,False
1008733,6443.49,11.0,0.0,44,0.37,2804,18,7,439739.07,37,4065.0,48.0,71.9,Web Banking,Password Only,0,1,1,False
1000404,3674.19,2.0,91.3,62,0.21,4953,11,8,69905.32,23,7776.0,50.0,54.7,Web Banking,OTP,1,1,1,False
1006524,1533.65,10.0,24.5,34,0.34,1896,16,15,254511.27,21,459.0,73.0,95.2,Mobile App,OTP,1,1,0,False
1008580,19844.22,10.0,45.9,50,0.36,92,0,17,279867.83,32,2297.0,48.0,48.9,POS Terminal,Biometric,0,1,0,False
1006914,2077.25,12.0,43.2,53,0.01,37,13,25,159843.13,98,5899.0,98.0,63.3,POS Terminal,Two-Factor Authentication,0,0,1,False
1006612,5688.2,2.0,72.8,66,0.27,3080,14,14,347213.67,80,6833.0,36.0,100.0,Mobile App,Password Only,1,0,1,False
1002457,18903.88,4.0,51.6,4,0.26,1019,5,10,141634.24,39,14511.0,51.0,56.9,,OTP,1,1,0,False
1006692,14494.0,1.0,74.3,33,0.2,3351,1,4,81691.27,54,14713.0,46.0,58.4,ATM,Two-Factor Authentication,0,0,0,False
1002215,21311.54,1.0,61.9,12,0.33,3378,11,2,345039.71,116,11328.0,92.0,1.2,Web Banking,OTP,0,0,0,False
1001028,18301.45,4.0,62.8,10,0.22,3875,15,8,309917.08,4,1754.0,11.0,27.3,Mobile App,OTP,1,0,0,False
1009753,18132.42,9.0,73.8,37,0.2,2812,1,6,222954.39,44,14038.0,40.0,84.2,Web Banking,Two-Factor Authentication,0,1,0,False
1001422,23231.61,9.0,73.1,21,0.58,2036,13,17,434533.85,31,11537.0,8.0,71.5,Mobile App,OTP,0,0,1,False
1002437,16362.59,4.0,101.0,34,0.28,706,21,15,357622.52,22,13366.0,112.0,53.1,POS Terminal,Password Only,0,0,1,False
1005229,12614.26,11.0,10.7,36,0.23,4997,12,24,166688.26,85,12655.0,67.0,68.6,Mobile App,Biometric,0,1,1,False
1005744,12046.73,6.0,41.9,2,0.24,1021,11,4,446351.08,90,1305.0,109.0,23.4,Mobile App,Password Only,0,0,0,False
1009135,17939.31,2.0,88.2,48,0.32,34,9,5,458458.75,109,460.0,5.0,87.0,Mobile App,OTP,0,0,0,False
1001279,4230.19,8.0,44.5,55,0.36,894,21,21,17953.98,71,14479.0,36.0,13.9,POS Terminal,Two-Factor Authentication,0,1,1,False
1003567,4563.22,10.0,86.7,74,0.29,1998,2,19,178862.31,33,5504.0,27.0,33.0,Mobile App,Biometric,1,1,1,False
1004964,5027.77,11.0,35.5,18,0.67,4434,2,25,336894.49,51,4492.0,60.0,55.3,Mobile App,Password Only,0,0,1,True
1005122,9265.79,3.0,62.6,14,0.2,4238,4,4,171185.84,93,6150.0,108.0,7.9,Mobile App,Biometric,0,1,1,False
1006674,17521.69,12.0,18.9,63,0.33,2449,20,17,47549.39,32,4174.0,85.0,18.1,Mobile App,Two-Factor Authentication,1,0,1,False
1001979,2801.72,9.0,64.2,29,0.09,251,9,23,233883.15,70,7231.0,7.0,80.8,Mobile App,Two-Factor Authentication,1,1,0,False
1001062,21372.75,4.0,8.3,0,0.18,3461,22,0,317920.11,77,1806.0,53.0,100.0,,OTP,0,0,1,False
1008745,17764.87,9.0,5.1,52,0.21,782,11,23,339436.86,46,5005.0,110.0,14.5,Web Banking,Biometric,0,1,1,False
1004588,9253.04,5.0,91.4,26,0.39,2571,7,18,378676.99,36,277.0,109.0,54.9,Web Banking,Biometric,0,0,1,False
1007074,4533.09,10.0,80.1,36,0.05,2178,2,23,114331.81,91,9934.0,45.0,13.6,Web Banking,Two-Factor Authentication,1,1,1,False
1004635,14491.89,5.0,70.9,2,0.32,3869,16,20,62437.71,80,12114.0,32.0,10.9,ATM,OTP,0,0,1,False
1001503,19457.69,3.0,90.3,62,0.06,3470,17,22,326338.99,78,713.0,65.0,53.6,Mobile App,Password Only,1,1,0,False
1008614,10179.54,11.0,67.4,24,0.4,852,21,24,284747.14,109,6658.0,9.0,42.9,Mobile App,OTP,0,1,1,False
1004437,14419.71,5.0,51.3,18,0.01,1179,16,0,260844.87,87,8874.0,56.0,82.8,POS Terminal,Password Only,1,1,1,False
1005602,15374.93,8.0,36.4,28,0.39,3539,23,13,261578.45,109,7732.0,75.0,1.6,Web Banking,OTP,0,1,0,False
1003534,9188.66,6.0,36.1,71,0.38,3107,6,14,444380.86,15,11026.0,93.0,55.7,ATM,OTP,0,1,0,False
1004975,23206.75,4.0,6.9,59,0.47,2824,0,16,288094.75,45,4126.0,32.0,54.0,Web Banking,Two-Factor Authentication,1,0,1,True
1000679,11291.15,6.0,84.9,1,0.35,1110,6,20,358959.9,51,8795.0,60.0,100.0,Web Banking,Two-Factor Authentication,0,1,0,False
1009463,8984.57,6.0,83.5,58,0.72,2524,14,4,331812.26,21,5709.0,28.0,15.6,Mobile App,Two-Factor Authentication,0,0,0,False
1003488,572.0,9.0,79.2,58,0.32,4698,10,19,367905.06,61,4148.0,61.0,26.0,Web Banking,Password Only,1,1,0,False
1009573,17600.43,10.0,72.0,66,0.12,1557,7,1,215720.17,61,7704.0,52.0,71.7,ATM,Two-Factor Authentication,1,0,1,False
1007653,8444.01,10.0,19.3,25,0.22,802,21,14,348290.31,74,10812.0,71.0,64.1,Web Banking,Two-Factor Authentication,1,0,0,False
1000103,11823.28,4.0,57.1,70,0.3,2610,20,8,186581.78,96,5555.0,33.0,21.6,POS Terminal,Biometric,1,1,0,False
1000958,19156.01,9.0,45.3,29,0.17,4455,19,3,168257.04,69,5107.0,52.0,9.1,Mobile App,Biometric,0,0,0,False
1005063,6158.37,12.0,62.1,78,0.13,857,21,23,210894.85,84,326.0,104.0,0.7,Mobile App,OTP,0,1,1,False
1008243,20595.84,9.0,46.9,6,0.36,3496,14,21,172004.61,92,10455.0,62.0,31.7,Web Banking,Two-Factor Authentication,0,0,1,False
1005830,3895.32,10.0,85.0,10,0.37,336,4,5,364125.53,38,8711.0,33.0,60.9,Web Banking,Two-Factor Authentication,0,1,0,False
1007255,23563.43,10.0,29.7,27,0.52,2132,1,21,341283.02,14,4494.0,108.0,47.4,Mobile App,OTP,1,0,0,False
1006148,20054.75,8.0,90.5,56,0.01,232,19,16,4821.79,3,9039.0,92.0,7.6,Web Banking,OTP,0,1,1,False
1002702,19736.71,10.0,4.4,77,0.56,303,15,13,61583.51,10,175.0,53.0,93.5,Mobile App,OTP,1,1,1,False
1006070,5569.6,2.0,32.1,4,0.52,1601,3,15,74217.4,20,13468.0,59.0,22.9,Mobile App,OTP,1,1,1,False
1005954,5203.64,5.0,59.3,5,0.2,2375,9,16,181030.73,66,4834.0,29.0,64.5,Web Banking, OTP ,1,1,0,False
1002885,8202.7,10.0,22.8,25,0.29,4565,19,15,66241.67,47,12743.0,48.0,36.9,Web Banking,OTP,1,1,1,False
1005232,16099.7,11.0,12.4,33,0.17,2800,18,12,44505.87,28,14150.0,8.0,13.0,Web Banking,Password Only,0,0,0,False
1000419,15143.71,5.0,0.0,3,0.88,411,8,22,216712.97,89,11525.0,8.0,12.3,Web Banking,OTP,1,0,0,True
1009339,19735.57,11.0,62.0,72,0.14,1663,8,20,14933.64,53,601.0,25.0,69.7,Web Banking,Two-Factor Authentication,1,1,0,False
1004186,21487.15,5.0,90.8,4,0.34,1596,23,2,326980.5,43,1458.0,98.0,89.7,POS Terminal,Password Only,1,0,1,False
1003060,7122.27,12.0,38.6,8,0.18,999,22,1,38010.17,48,3437.0,9.0,23.6,Mobile App,OTP,1,1,0,False
1001948,7156.54,9.0,31.5,20,0.75,4953,11,7,45730.08,59,3849.0,107.0,35.0,Web Banking,OTP,1,0,1,True
1009134,6393.86,4.0,83.1,77,0.62,1406,14,20,214626.48,77,7958.0,27.0,74.8,WEB BANKING,Two-Factor Authentication,0,0,1,False
1002300,13151.17,2.0,44.8,57,0.14,4225,5,5,176821.08,24,9613.0,86.0,45.3,POS Terminal,Two-Factor Authentication,1,0,0,False
1008031,24938.6,8.0,72.9,12,0.41,3717,15,6,163421.04,98,5801.0,4.0,67.5,POS Terminal,Biometric,0,0,0,False
1009157,7615.53,7.0,0.6,17,0.3,105,18,19,100341.01,30,8130.0,23.0,19.1,Mobile App,Two-Factor Authentication,0,1,1,False
1004081,13233.96,8.0,54.4,60,0.32,725,10,20,434356.3,15,2426.0,83.0,81.8,Mobile App,Two-Factor Authentication,1,0,1,False
1004098,9582.04,8.0,17.6,53,0.29,1278,0,8,449297.39,102,8868.0,78.0,24.7,POS Terminal,Biometric,0,1,0,False
1009266,266.26,5.0,47.1,5,0.27,4709,4,9,220470.02,103,3788.0,49.0,39.3,POS Terminal,Password Only,1,0,1,False
1007050,2951.99,9.0,100.0,8,0.27,169,12,13,184768.32,7,7182.0,60.0,99.7,Web Banking,Biometric,1,1,0,False
1000529,19106.81,9.0,33.5,62,0.53,2189,21,5,429213.24,110,10093.0,9.0,14.1,Mobile App,Two-Factor Authentication,0,1,0,False
1001234,15906.99,3.0,74.8,68,0.77,4667,5,17,328249.71,95,208.0,29.0,18.8,Mobile App,Two-Factor Authentication,0,1,0,True
1000780,136.61,10.0,37.1,44,0.09,1332,4,12,148449.4,49,14657.0,57.0,93.2,POS Terminal,Two-Factor Authentication,1,0,1,False
1005548,13912.84,5.0,10.1,80,0.29,1427,7,19,70280.79,2,3668.0,39.0,50.8,Web Banking,OTP,0,1,0,False
1005268,21846.88,10.0,85.4,54,0.08,620,10,7,241986.52,33,2136.0,58.0,87.4,Mobile App,Two-Factor Authentication,0,1,1,False
1004573,1425.08,11.0,20.1,33,0.29,3949,18,23,186561.73,92,7161.0,114.0,61.5,Web Banking,Two-Factor Authentication,0,1,0,False
1001861,19223.8,10.0,99.3,80,0.21,2760,9,21,273685.54,42,529.0,115.0,86.8,POS Terminal,Password Only,1,0,1,False
1008482,19901.82,11.0,25.5,26,0.25,28,23,6,393563.58,119,1623.0,3.0,37.7,Mobile App,Biometric,1,1,0,False
1008761,10280.66,2.0,49.0,42,0.69,3660,17,10,76481.3,101,4707.0,69.0,60.4,Mobile App,Two-Factor Authentication,1,0,1,True
1002865,7170.6,11.0,61.9,43,0.22,3281,4,21,423705.83,77,3713.0,11.0,15.7, Web Banking ,Two-Factor Authentication,1,1,0,False
1002665,5541.15,2.0,13.6,7,0.37,2078,8,6,398359.67,66,3362.0,18.0,25.3,Web Banking,Password Only,1,1,1,False
1001993,20449.02,3.0,30.0,40,0.37,4478,4,21,331138.59,109,9075.0,3.0,4.6,Mobile App,Biometric,1,No,0,False
1004398,7122.91,6.0,25.5,45,0.46,1931,22,3,165390.85,92,1786.0,44.0,95.4,Web Banking,Biometric,0,1,0,False
1007321,9652.57,9.0,82.9,37,0.36,2028,16,10,32441.8,106,9611.0,54.0,42.7,POS Terminal,Biometric,1,0,1,False
1005365,18482.54,1.0,68.0,8,0.09,1575,19,1,253199.8,48,4478.0,120.0,3.9,Mobile App,Two-Factor Authentication,0,1,1,False
1009241,12455.6,4.0,24.3,42,0.39,4245,10,22,-1.0,61,2225.0,4.0,60.8,Mobile App,OTP,1,0,0,False
1007584,15403.77,6.0,4.7,30,0.71,4921,14,19,487761.27,31,6580.0,111.0,52.0,Mobile App,Biometric,0,1,1,False
1002472,1767.54,1.0,29.3,24,0.49,1115,6,3,438574.25,8,10599.0,42.0,58.7,Mobile App,Two-Factor Authentication,1,0,1,False
1005095,12918.92,4.0,30.3,80,0.99,1547,8,5,91618.5,118,6058.0,23.0,0.0,POS Terminal,Two-Factor Authentication,1,0,1,True
1007031,20259.65,5.0,19.7,30,0.14,2869,6,19,335782.15,108,5467.0,106.0,13.8,Mobile App,Two-Factor Authentication,0,1,0,False
1009663,17144.27,10.0,32.0,34,0.14,934,21,18,358175.5,52,13507.0,108.0,20.6,POS Terminal,OTP,0,1,0,False
1001397,5623.83,7.0,,30,0.14,715,13,9,324077.54,66,5602.0,80.0,35.4,Mobile App,OTP,0,1,0,False
1001490,868.52,7.0,100.0,19,0.09,1453,2,14,405672.96,91,8130.0,119.0,46.0,POS Terminal,OTP,1,1,1,False
1004732,4432.69,7.0,40.6,73,0.44,1040,2,2,222521.11,39,7358.0,88.0,58.8,Mobile App,OTP,1,1,1,False
1003310,13614.9,9.0,87.8,55,0.59,1531,7,25,57147.85,46,402.0,19.0,66.9,Mobile App,OTP,0,1,0,False
1001043,12340.89,6.0,31.8,66,0.66,585,2,12,196850.25,104,5519.0,104.0,18.5,Web Banking,OTP,0,1,1,True
1006180,4909.7,6.0,12.6,26,0.52,2311,1,17,370533.6,20,1191.0,76.0,34.1,Mobile App,OTP,0,0,1,False
1006456,14047.55,1.0,22.4,54,0.45,3654,19,2,100366.99,109,6528.0,100.0,8.9,Mobile App,Two-Factor Authentication,0,1,0,False
1009755,1416.95,5.0,14.9,40,0.9,3825,22,19,315151.33,90,4474.0,63.0,36.5,Web Banking,OTP,0,0,0,True
1000258,15018.95,5.0,78.8,71,0.32,4971,12,9,397870.42,50,1525.0,41.0,8.6,Web Banking,OTP,0,1,0,False
1007370,16737.02,6.0,91.0,31,0.2,4474,21,17,87780.73,71,6222.0,64.0,87.6,Web Banking,OTP,1,0,1,False
1008662,23348.93,9.0,66.3,19,0.46,2729,16,18,405802.78,119,-100.0,53.0,67.7,Mobile App,OTP,0,0,1,False
1008493,6431.37,2.0,65.0,20,0.35,1383,9,0,351923.27,31,8570.0,98.0,59.5,Mobile App,Password Only,0,0,1,False
1006115,24619.48,12.0,74.7,46,0.95,115,23,8,115739.29,50,1630.0,32.0,70.7,Mobile App,Password Only,0,1,0,True
1002090,2260.11,11.0,47.6,72,0.26,120,0,18,358602.16,73,1502.0,99.0,100.0,Web Banking,Password Only,0,0,1,False
1007788,9192.08,6.0,45.2,61,0.01,1208,5,8,11222.98,76,14723.0,76.0,75.1,ATM,OTP,1,0,0,False
1000504,12275.46,12.0,74.8,9,0.27,4712,11,5,65469.52,111,6108.0,74.0,81.5,Mobile App,OTP,0,1,0,False
1003888,20537.97,11.0,33.6,71,0.37,4317,8,21,430608.13,68,9496.0,94.0,15.7,POS Terminal,Biometric,1,0,1,False
1008861,17262.84,8.0,80.2,39,0.17,24,21,20,417105.33,35,13345.0,64.0,10.4,Web Banking,Two-Factor Authentication,0,0,0,False
1001346,358.69,10.0,19.6,19,0.34,4632,13,14,382996.44,112,12920.0,61.0,89.1,Mobile App,Biometric,1,1,1,False
1009075,1170.28,2.0,54.2,1,0.01,1432,2,15,371037.78,81,11294.0,80.0,83.0,Mobile App,OTP,0,0,1,False
1005651,13301.92,2.0,26.3,18,0.2,3111,13,0,398669.46,51,,8.0,16.1,Mobile App,OTP,1,1,1,False
1002249,12956.12,8.0,29.9,67,0.78,751,10,17,157062.12,13,14923.0,101.0,39.9,Web Banking,OTP,0,1,0,True
1007903,4342.76,2.0,23.0,51,0.36,4678,8,16,487505.97,58,8607.0,106.0,14.0,Mobile App,OTP,1,0,1,False
1000373,17755.85,4.0,60.1,4,0.13,3559,4,19,333731.64,40,14361.0,112.0,78.6,Web Banking,Two-Factor Authentication,0,0,0,False
1008498,10822.96,3.0,59.4,46,0.28,792,1,18,406354.26,12,14003.0,78.0,56.2,POS Terminal,OTP,0,1,0,False
1009811,2766.46,10.0,17.5,26,0.36,2149,15,9,150844.11,79,9702.0,76.0,30.5,Web Banking,OTP,0,1,0,False
1002007,11456.11,3.0,48.5,41,0.99,222,18,22,96675.96,99,1630.0,13.0,50.6,Mobile App,Biometric,0,1,0,True
1006162,3712.19,3.0,93.9,5,0.92,2676,8,6,213218.51,16,1713.0,56.0,100.0,Mobile App,OTP,1,1,1,True
1003800,22182.4,1.0,56.1,48,0.57,823,0,12,97293.66,4,9285.0,96.0,0.0,Mobile App,OTP,1,0,0,True
1004082,24398.39,4.0,7.9,58,0.44,452,2,3,427374.65,7,3838.0,100.0,83.0,POS Terminal,OTP,1,0,0,False
1008813,13362.19,6.0,21.7,23,0.47,3766,20,22,97308.68,63,10503.0,113.0,31.5,Mobile App,OTP,0,0,0,False
1006681,6849.56,5.0,99.8,0,0.29,1074,8,1,283270.55,66,11017.0,58.0,71.5,Mobile App,Password Only,1,0,0,False
1002103,21520.58,8.0,66.9,4,0.24,3267,11,5,84094.56,71,13006.0,65.0,73.7,Mobile App,OTP,1,1,1,False
1000998,7652.07,7.0,81.0,47,0.72,2976,19,2,328613.1,96,7926.0,101.0,65.0,POS Terminal,OTP,0,0,1,True
1008230,17316.02,12.0,4.5,23,0.29,591,19,4,389579.62,66,10851.0,113.0,94.6,Web Banking,Password Only,1,1,1,False
1005826,14843.58,3.0,91.3,61,0.09,3201,23,0,393326.69,87,10790.0,35.0,66.3,Mobile App,OTP,0,0,1,False
1001177,24670.29,10.0,82.4,56,0.73,3898,12,3,395816.74,3,6311.0,40.0,5.8,Mobile App,Biometric,1,0,0,True
1000552,13050.02,2.0,46.9,5,0.66,4754,8,6,244429.12,78,4473.0,34.0,78.0,ATM,OTP,1,1,1,True
1000745,15696.11,5.0,24.2,12,0.25,3968,20,2,450445.59,46,9436.0,94.0,29.4,Web Banking,OTP,0,1,1,False
1008499,14851.58,1.0,14.5,68,0.85,1384,6,16,325821.88,46,633.0,107.0,45.2,Mobile App,Two-Factor Authentication,1,1,1,True
1003155,22122.92,6.0,65.7,69,0.32,962,20,0,257435.35,53,4658.0,113.0,38.1,Web Banking,OTP,1,0,0,False
1009033,23457.2,7.0,98.4,73,0.31,1751,4,0,230176.25,106,7028.0,84.0,43.1,POS Terminal,OTP,1,1,0,False
1008620,6925.9,1.0,70.5,64,0.14,2841,6,17,137391.59,117,8776.0,18.0,25.8,Mobile App,Biometric,0,1,1,False
1003542,6721.98,6.0,6.0,32,0.05,4168,19,7,275731.42,98,3271.0,107.0,34.5,Web Banking,Two-Factor Authentication,0,1,0,False
1007458,14184.71,7.0,31.8,11,0.51,537,1,8,119984.29,65,12171.0,19.0,12.9,Mobile App,Two-Factor Authentication,0,0,0,False
1006926,24184.2,12.0,73.0,73,0.43,1372,2,14,425893.78,5,11487.0,50.0,21.8,Mobile App,Biometric,1,1,0,False
1007700,1102.89,3.0,42.3,27,0.78,1050,16,2,252036.85,24,9432.0,11.0,35.7,Web Banking,Two-Factor Authentication,0,FALSE,0,True
1007632,16448.26,12.0,61.9,2,0.44,1903,14,12,432542.6,61,6320.0,119.0,82.5,Web Banking,OTP,0,1,0,False
1004376,21104.32,12.0,60.5,5,0.27,658,21,21,37296.08,26,6774.0,86.0,31.6,Mobile App,OTP,1,0,1,False
1005899,21435.5,3.0,69.1,28,0.69,341,16,7,272482.54,64,14208.0,54.0,33.1,Mobile App,Password Only,0,0,0,False
1005420,11236.97,11.0,95.5,33,0.27,2576,22,25,133973.11,62,4622.0,15.0,19.5,Mobile App,Biometric,1,0,1,False
1005516,12841.08,5.0,42.6,3,0.34,4487,3,11,19810.74,84,14765.0,105.0,76.5,POS Terminal,OTP,0,0,1,False
1007699,23752.07,2.0,94.3,19,0.74,3231,15,14,116845.1,93,8794.0,42.0,34.0,mobile app,Two-Factor Authentication,0,1,0,True
1003034,9487.57,10.0,97.4,8,0.12,4150,18,10,51716.69,65,520.0,101.0,39.6,Web Banking,OTP,1,0,1,False
1000694,92.85,6.0,20.5,0,0.3,198,16,16,483308.2,4,11978.0,3.0,93.5,Mobile App,Two-Factor Authentication,0,1,0,False
1002534,1806.92,8.0,100.0,23,0.66,3174,14,16,140532.92,76,9342.0,116.0,6.6,Mobile App,OTP,0,1,1,False
1004650,13169.14,6.0,45.2,43,0.07,4409,15,3,36664.19,41,8293.0,31.0,94.2,Web Banking,OTP,0,0,0,False
1000983,19819.07,11.0,51.4,78,0.64,3178,3,17,140649.9,32,7789.0,32.0,89.2,Mobile App,OTP,0,0,0,False
1005482,12473.59,11.0,58.4,80,0.78,1469,12,9,185752.46,60,14753.0,117.0,89.2,POS Terminal,Two-Factor Authentication,0,0,1,False
1000080,10630.47,3.0,26.3,72,0.16,1286,0,14,215247.41,38,4844.0,35.0,0.3,Mobile App,Two-Factor Authentication,0,0,0,False
1008901,506.53,4.0,51.1,53,0.43,724,6,25,260915.3,98,10606.0,117.0,51.8,Mobile App,Two-Factor Authentication,1,1,1,False
1006333,4408.89,3.0,27.3,38,0.37,2964,11,23,100010.04,11,5966.0,108.0,24.0,Mobile App,OTP,0,1,1,False
1006559,14743.62,6.0,100.0,28,0.2,1796,0,21,416289.88,115,2528.0,35.0,36.3,Mobile App,OTP,0,1,1,False
1004741,19304.89,5.0,2.5,27,0.35,638,0,0,49220.32,43,1015.0,16.0,69.0,Web Banking,Two-Factor Authentication,1,1,0,False
1009439,7683.71,3.0,86.8,73,0.1,2176,8,2,397965.61,67,14010.0,51.0,53.2,Web Banking,OTP,0,0,0,False
1003498,23932.24,9.0,60.9,25,0.34,86,7,11,258610.57,5,13564.0,30.0,13.4,Mobile App,OTP,1,1,1,False
1005013,-100.0,11.0,33.9,22,0.31,2991,11,5,304859.8,52,9603.0,88.0,31.5,Web Banking,Biometric,1,0,1,False
1000262,21440.39,12.0,27.6,43,0.39,3340,13,21,239389.9,80,12531.0,26.0,60.5,Mobile App,Biometric,1,1,1,False
1002143,19840.4,3.0,38.5,56,0.52,902,4,12,258396.88,53,12842.0,90.0,53.9,Web Banking,OTP,0,1,1,False
1007824,16798.09,5.0,61.3,2,0.35,39,16,14,84518.68,39,1778.0,40.0,60.4,Web Banking,Two-Factor Authentication,1,1,0,False
1002269,22915.93,5.0,84.1,36,0.45,2339,8,4,238590.09,103,13355.0,113.0,48.2,Mobile App,OTP,0,1,0,False
1000446,3484.63,11.0,83.4,71,0.17,3823,5,3,453971.44,105,10254.0,85.0,31.9,Mobile App,Two-Factor Authentication,0,1,0,False
1004939,972.27,4.0,82.8,61,0.46,3531,10,12,404533.19,73,7289.0,49.0,87.5,Mobile App,OTP,0,1,0,False
1004519,8052.75,11.0,32.4,57,0.38,632,10,18,481267.67,18,11499.0,30.0,13.0,Mobile App,Password Only,1,0,1,False
1006633,30.02,3.0,14.0,64,0.94,3552,16,19,122335.33,48,3968.0,116.0,88.4,Mobile App,Biometric,1,0,1,True
1006708,14300.12,6.0,81.5,56,0.11,3023,23,6,332860.33,6,9684.0,54.0,50.8,Mobile App,Password Only,0,1,0,False
1008382,14316.76,9.0,65.6,29,0.08,297,8,10,400327.88,11,7579.0,18.0,0.0,Mobile App,OTP,1,1,1,False
1001702,13661.71,5.0,83.4,46,0.39,4464,0,2,297440.01,30,7228.0,11.0,30.0,POS Terminal,Biometric,1,0,0,False
1002527,21508.99,1.0,49.7,56,0.44,4104,17,11,293263.67,91,13648.0,100.0,18.0,Web Banking,Biometric,0,0,1,False
1004690,12728.89,8.0,14.1,0,0.44,4596,8,5,246087.34,59,921.0,90.0,57.6,Web Banking,Two-Factor Authentication,0,1,1,False
1000069,19772.91,12.0,2.6,31,0.8,2163,8,6,247914.28,107,11876.0,90.0,92.3,ATM,Biometric,1,0,0,True
1001169,2078.63,6.0,46.4,0,0.06,2525,17,10,328646.5,32,11034.0,112.0,50.4,Mobile App,Biometric,1,0,0,False
1000049,14552.88,11.0,,74,0.26,2029,11,25,434772.14,86,1478.0,120.0,24.2,Mobile App,OTP,0,1,0,False
1001054,408.94,10.0,9.5,72,0.02,176,4,9,377056.86,47,7090.0,116.0,43.2,Mobile App,OTP,0,1,0,False
1000085,1800.95,6.0,42.4,80,0.56,2010,3,5,428683.96,3,12453.0,69.0,34.0,Web Banking,Password Only,1,0,0,False
1000881,9478.96,6.0,97.0,68,0.35,1462,0,10,198700.13,96,4324.0,1.0,84.1,Web Banking,Two-Factor Authentication,1,0,1,False
1002652,12285.3,10.0,39.3,47,0.4,1343,9,10,318460.19,93,4267.0,76.0,100.0,POS Terminal,Two-Factor Authentication,0,0,0,False
1004696,8525.52,3.0,65.9,16,0.24,4983,7,17,369583.22,96,63.0,15.0,41.4,Web Banking,OTP,0,1,0,False
1002440,568.57,11.0,88.9,57,0.22,3935,20,4,57735.45,55,1475.0,90.0,11.0,Mobile App,OTP,1,0,0,False
